法院名稱,登記案號,登記號數,案由,法人名稱,登記日期,類別,設立登記撤銷,設立登記註銷,明細,檔案位置,ID,法院代碼
臺灣橋頭地方法院,106法登他12,36,變更登記,財團法人陽光社會福利基金會,106/02/06,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMEHAAH&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000012&ef=CTD&fg=1,output/details/CTD/106/000012/AAAdkxAAHAAAMEHAAH.json,AAAdkxAAHAAAMEHAAH,CTD
臺灣橋頭地方法院,106法登他13,37,變更登記,財團法人首席消防安全設備維護基金會,106/02/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMEHAAI&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000013&ef=CTD&fg=1,output/details/CTD/106/000013/AAAdkxAAHAAAMEHAAI.json,AAAdkxAAHAAAMEHAAI,CTD
臺灣橋頭地方法院,106法登他4,27,變更登記,財團法人台灣省高雄縣橋頭鄉福智寺,106/01/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMDEAAC&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000004&ef=CTD&fg=1,output/details/CTD/106/000004/AAAdkxAAHAAAMDEAAC.json,AAAdkxAAHAAAMDEAAC,CTD
臺灣橋頭地方法院,106法登社1,29,設立登記,社團法人高雄市茄萣區林氏宗親會,106/01/13,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMBZAAI&bc=106&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000001&ef=CTD&fg=1,output/details/CTD/106/000001/AAAdkxAAHAAAMBZAAI.json,AAAdkxAAHAAAMBZAAI,CTD
臺灣橋頭地方法院,106法登他14,38,變更登記,社團法人高雄市中華生物能醫學氣功協會,106/02/10,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMB5AAE&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000014&ef=CTD&fg=1,output/details/CTD/106/000014/AAAdkxAAHAAAMB5AAE.json,AAAdkxAAHAAAMB5AAE,CTD
臺灣橋頭地方法院,106法登他13,37,變更登記,財團法人首席消防安全設備維護基金會,106/02/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMAbAAE&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000013&ef=CTD&fg=1,output/details/CTD/106/000013/AAAdkxAAHAAAMAbAAE.json,AAAdkxAAHAAAMAbAAE,CTD
臺灣橋頭地方法院,106法登他15,39,變更登記,財團法人天主教會高雄教區山地教會,106/02/15,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMCZAAC&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000015&ef=CTD&fg=1,output/details/CTD/106/000015/AAAdkxAAHAAAMCZAAC.json,AAAdkxAAHAAAMCZAAC,CTD
臺灣橋頭地方法院,106法登他16,40,變更登記,財團法人烏林國民小學教育發展基金會,106/02/16,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMCpAAJ&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000016&ef=CTD&fg=1,output/details/CTD/106/000016/AAAdkxAAHAAAMCpAAJ.json,AAAdkxAAHAAAMCpAAJ,CTD
臺灣橋頭地方法院,106法登他15,39,變更登記,財團法人天主教會高雄教區山地教會,106/02/15,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMAbAAL&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000015&ef=CTD&fg=1,output/details/CTD/106/000015/AAAdkxAAHAAAMAbAAL.json,AAAdkxAAHAAAMAbAAL,CTD
臺灣橋頭地方法院,106法登他17,41,變更登記,財團法人高雄市永安區沿海岸漁民漁業發展基金會,106/02/17,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMC4AAK&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000017&ef=CTD&fg=1,output/details/CTD/106/000017/AAAdkxAAHAAAMC4AAK.json,AAAdkxAAHAAAMC4AAK,CTD
臺灣橋頭地方法院,106法登他18,42,變更登記,財團法人李玉全文教基金會,106/02/18,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMDYAAF&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000018&ef=CTD&fg=1,output/details/CTD/106/000018/AAAdkxAAHAAAMDYAAF.json,AAAdkxAAHAAAMDYAAF,CTD
臺灣橋頭地方法院,106法登他19,43,變更登記,社團法人台灣來去華語協會,106/02/18,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMDYAAG&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000019&ef=CTD&fg=1,output/details/CTD/106/000019/AAAdkxAAHAAAMDYAAG.json,AAAdkxAAHAAAMDYAAG,CTD
臺灣橋頭地方法院,106法登他20,44,變更登記,財團法人高雄市援中港代天府,106/02/18,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMDYAAH&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000020&ef=CTD&fg=1,output/details/CTD/106/000020/AAAdkxAAHAAAMDYAAH.json,AAAdkxAAHAAAMDYAAH,CTD
臺灣橋頭地方法院,106法登他22,46,變更登記,財團法人高雄市大樹區溪埔國民小學教育發展基金會,106/02/21,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMDoAAK&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000022&ef=CTD&fg=1,output/details/CTD/106/000022/AAAdkxAAHAAAMDoAAK.json,AAAdkxAAHAAAMDoAAK,CTD
臺灣橋頭地方法院,106法登他23,47,變更登記,財團法人高雄市私立小天使家園,106/02/21,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMDoAAL&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000023&ef=CTD&fg=1,output/details/CTD/106/000023/AAAdkxAAHAAAMDoAAL.json,AAAdkxAAHAAAMDoAAL,CTD
臺灣橋頭地方法院,106法登他7,31,變更登記,社團法人台灣高齡照顧協會,106/01/17,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMDoAAJ&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000007&ef=CTD&fg=1,output/details/CTD/106/000007/AAAdkxAAHAAAMDoAAJ.json,AAAdkxAAHAAAMDoAAJ,CTD
臺灣橋頭地方法院,106法登他26,49,變更登記,社團法人臺灣無著公益服務協會,106/03/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMElAAF&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000026&ef=CTD&fg=1,output/details/CTD/106/000026/AAAdkxAAHAAAMElAAF.json,AAAdkxAAHAAAMElAAF,CTD
臺灣橋頭地方法院,106法登他26,49,變更登記,社團法人臺灣無著公益服務協會,106/03/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMElAAF&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000026&ef=CTD&fg=1,output/details/CTD/106/000026/AAAdkxAAHAAAMElAAF.json,AAAdkxAAHAAAMElAAF,CTD
臺灣橋頭地方法院,106法登他24,50,變更登記,財團法人高雄市私立愛心老人養護中心,106/03/07,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFqAAC&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000024&ef=CTD&fg=1,output/details/CTD/106/000024/AAAdkxAAHAAAMFqAAC.json,AAAdkxAAHAAAMFqAAC,CTD
臺灣橋頭地方法院,106法登他27,27,變更登記,財團法人高雄市橋頭區福智寺,106/03/06,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFqAAF&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000027&ef=CTD&fg=1,output/details/CTD/106/000027/AAAdkxAAHAAAMFqAAF.json,AAAdkxAAHAAAMFqAAF,CTD
臺灣橋頭地方法院,106法登他28,30,變更登記,財團法人善慧恩社會慈善基金會,106/03/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFqAAG&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000028&ef=CTD&fg=1,output/details/CTD/106/000028/AAAdkxAAHAAAMFqAAG.json,AAAdkxAAHAAAMFqAAG,CTD
臺灣橋頭地方法院,106法登他10,34,變更登記,財團法人中華基督教岡山浸信會,106/02/06,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFqAAE&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000010&ef=CTD&fg=1,output/details/CTD/106/000010/AAAdkxAAHAAAMFqAAE.json,AAAdkxAAHAAAMFqAAE,CTD
臺灣橋頭地方法院,106法登他23,47,變更登記,財團法人高雄市私立小天使家園,106/02/21,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFqAAH&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000023&ef=CTD&fg=1,output/details/CTD/106/000023/AAAdkxAAHAAAMFqAAH.json,AAAdkxAAHAAAMFqAAH,CTD
臺灣橋頭地方法院,106法登他25,48,變更登記,財團法人高雄市金山道院,106/02/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFqAAD&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000025&ef=CTD&fg=1,output/details/CTD/106/000025/AAAdkxAAHAAAMFqAAD.json,AAAdkxAAHAAAMFqAAD,CTD
臺灣橋頭地方法院,106法登他28,30,變更登記,財團法人善慧恩社會慈善基金會,106/03/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMEgAAF&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000028&ef=CTD&fg=1,output/details/CTD/106/000028/AAAdkxAAHAAAMEgAAF.json,AAAdkxAAHAAAMEgAAF,CTD
臺灣橋頭地方法院,106法登他29,51,變更登記,社團法人高雄市那瑪夏區基督教台宣旗濃協會,106/03/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMEgAAG&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000029&ef=CTD&fg=1,output/details/CTD/106/000029/AAAdkxAAHAAAMEgAAG.json,AAAdkxAAHAAAMEgAAG,CTD
臺灣橋頭地方法院,106法登他30,52,變更登記,財團法人高美醫護管理專科學校,106/03/08,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMEgAAE&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000030&ef=CTD&fg=1,output/details/CTD/106/000030/AAAdkxAAHAAAMEgAAE.json,AAAdkxAAHAAAMEgAAE,CTD
臺灣橋頭地方法院,106法登他6,30,變更登記,財團法人善慧恩社會慈善基金會,106/01/16,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMEgAAD&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000006&ef=CTD&fg=1,output/details/CTD/106/000006/AAAdkxAAHAAAMEgAAD.json,AAAdkxAAHAAAMEgAAD,CTD
臺灣橋頭地方法院,106法登他24,50,變更登記,財團法人高雄市私立愛心老人養護中心,106/03/07,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMEfAAG&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000024&ef=CTD&fg=1,output/details/CTD/106/000024/AAAdkxAAHAAAMEfAAG.json,AAAdkxAAHAAAMEfAAG,CTD
臺灣橋頭地方法院,106法登他28,30,變更登記,財團法人善慧恩社會慈善基金會,106/03/07,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMD1AAL&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000028&ef=CTD&fg=1,output/details/CTD/106/000028/AAAdkxAAHAAAMD1AAL.json,AAAdkxAAHAAAMD1AAL,CTD
臺灣橋頭地方法院,106法登他29,51,變更登記,社團法人高雄市那瑪夏區基督教台宣旗濃協會,106/03/08,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMEfAAH&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000029&ef=CTD&fg=1,output/details/CTD/106/000029/AAAdkxAAHAAAMEfAAH.json,AAAdkxAAHAAAMEfAAH,CTD
臺灣橋頭地方法院,106法登他8,32,變更登記,財團法人傳壽醫療基金會,106/01/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMD1AAC&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000008&ef=CTD&fg=1,output/details/CTD/106/000008/AAAdkxAAHAAAMD1AAC.json,AAAdkxAAHAAAMD1AAC,CTD
臺灣橋頭地方法院,106法登他32,54,變更登記,台灣身心機能活化運動協會,106/03/10,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFXAAG&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000032&ef=CTD&fg=1,output/details/CTD/106/000032/AAAdkxAAHAAAMFXAAG.json,AAAdkxAAHAAAMFXAAG,CTD
臺灣橋頭地方法院,106法登他34,1,變更登記,財團法人高雄市華仁社會福利慈善事業基金會,106/03/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFXAAF&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000034&ef=CTD&fg=1,output/details/CTD/106/000034/AAAdkxAAHAAAMFXAAF.json,AAAdkxAAHAAAMFXAAF,CTD
臺灣橋頭地方法院,106法登他29,51,變更登記,社團法人高雄市那瑪夏區基督教台宣旗濃協會,106/03/08,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMGUAAA&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000029&ef=CTD&fg=1,output/details/CTD/106/000029/AAAdkxAAHAAAMGUAAA.json,AAAdkxAAHAAAMGUAAA,CTD
臺灣橋頭地方法院,106法登他33,55,變更登記,財團法人八卦寮文教基金會,106/03/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMF0AAG&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000033&ef=CTD&fg=1,output/details/CTD/106/000033/AAAdkxAAHAAAMF0AAG.json,AAAdkxAAHAAAMF0AAG,CTD
臺灣橋頭地方法院,106法登他35,56,變更登記,社團法人高雄市佳音社區營造協會,106/03/13,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMF0AAH&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000035&ef=CTD&fg=1,output/details/CTD/106/000035/AAAdkxAAHAAAMF0AAH.json,AAAdkxAAHAAAMF0AAH,CTD
臺灣橋頭地方法院,106法登他36,57,變更登記,財團法人高雄市洪元明社會福利慈善事業基金會,106/03/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMF0AAI&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000036&ef=CTD&fg=1,output/details/CTD/106/000036/AAAdkxAAHAAAMF0AAI.json,AAAdkxAAHAAAMF0AAI,CTD
臺灣橋頭地方法院,106法登他37,58,變更登記,財團法人高雄市私立和信興老人養護中心,106/03/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMF0AAK&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000037&ef=CTD&fg=1,output/details/CTD/106/000037/AAAdkxAAHAAAMF0AAK.json,AAAdkxAAHAAAMF0AAK,CTD
臺灣橋頭地方法院,106法登他38,59,變更登記,財團法人高雄市私立濟眾老人養護中心,106/03/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMF0AAJ&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000038&ef=CTD&fg=1,output/details/CTD/106/000038/AAAdkxAAHAAAMF0AAJ.json,AAAdkxAAHAAAMF0AAJ,CTD
臺灣橋頭地方法院,106法登他26,49,變更登記,社團法人臺灣無著公益服務協會,106/03/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFPAAI&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000026&ef=CTD&fg=1,output/details/CTD/106/000026/AAAdkxAAHAAAMFPAAI.json,AAAdkxAAHAAAMFPAAI,CTD
臺灣橋頭地方法院,106法登他31,53,變更登記,東方學校財團法人,106/03/10,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFPAAJ&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000031&ef=CTD&fg=1,output/details/CTD/106/000031/AAAdkxAAHAAAMFPAAJ.json,AAAdkxAAHAAAMFPAAJ,CTD
臺灣橋頭地方法院,106法登他32,54,變更登記,社團法人台灣身心機能活化運動協會,106/03/10,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFfAAA&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000032&ef=CTD&fg=1,output/details/CTD/106/000032/AAAdkxAAHAAAMFfAAA.json,AAAdkxAAHAAAMFfAAA,CTD
臺灣橋頭地方法院,106法登他33,55,變更登記,財團法人八卦寮文教基金會,106/03/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFPAAE&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000033&ef=CTD&fg=1,output/details/CTD/106/000033/AAAdkxAAHAAAMFPAAE.json,AAAdkxAAHAAAMFPAAE,CTD
臺灣橋頭地方法院,106法登他35,56,變更登記,社團法人高雄市佳音社區營造協會,106/03/13,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFPAAF&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000035&ef=CTD&fg=1,output/details/CTD/106/000035/AAAdkxAAHAAAMFPAAF.json,AAAdkxAAHAAAMFPAAF,CTD
臺灣橋頭地方法院,106法登他36,57,變更登記,財團法人高雄市洪元明社會福利慈善事業基金會,106/03/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFPAAG&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000036&ef=CTD&fg=1,output/details/CTD/106/000036/AAAdkxAAHAAAMFPAAG.json,AAAdkxAAHAAAMFPAAG,CTD
臺灣橋頭地方法院,106法登他37,58,變更登記,財團法人高雄市私立和信興老人養護中心,106/03/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFPAAH&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000037&ef=CTD&fg=1,output/details/CTD/106/000037/AAAdkxAAHAAAMFPAAH.json,AAAdkxAAHAAAMFPAAH,CTD
臺灣橋頭地方法院,106法登他39,60,變更登記,社團法人台灣法律教育推廣協會,106/03/14,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFPAAC&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000039&ef=CTD&fg=1,output/details/CTD/106/000039/AAAdkxAAHAAAMFPAAC.json,AAAdkxAAHAAAMFPAAC,CTD
臺灣橋頭地方法院,106法登他25,48,變更登記,財團法人高雄市金山道院,106/02/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFPAAD&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000025&ef=CTD&fg=1,output/details/CTD/106/000025/AAAdkxAAHAAAMFPAAD.json,AAAdkxAAHAAAMFPAAD,CTD
臺灣橋頭地方法院,106法登他26,49,變更登記,社團法人臺灣無著公益服務協會,106/03/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFPAAI&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000026&ef=CTD&fg=1,output/details/CTD/106/000026/AAAdkxAAHAAAMFPAAI.json,AAAdkxAAHAAAMFPAAI,CTD
臺灣橋頭地方法院,106法登他34,1,變更登記,財團法人高雄市華仁社會福利慈善事業基金會,106/03/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFrAAG&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000034&ef=CTD&fg=1,output/details/CTD/106/000034/AAAdkxAAHAAAMFrAAG.json,AAAdkxAAHAAAMFrAAG,CTD
臺灣橋頭地方法院,106法登他38,59,變更登記,財團法人高雄市私立濟眾老人養護中心,106/03/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFrAAF&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000038&ef=CTD&fg=1,output/details/CTD/106/000038/AAAdkxAAHAAAMFrAAF.json,AAAdkxAAHAAAMFrAAF,CTD
臺灣橋頭地方法院,106法登他40,61,變更登記,社團法人高雄市古嚴普濟會,106/03/14,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFrAAD&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000040&ef=CTD&fg=1,output/details/CTD/106/000040/AAAdkxAAHAAAMFrAAD.json,AAAdkxAAHAAAMFrAAD,CTD
臺灣橋頭地方法院,106法登他41,62,變更登記,社團法人台灣群力權能發展協會,106/03/14,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFrAAE&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000041&ef=CTD&fg=1,output/details/CTD/106/000041/AAAdkxAAHAAAMFrAAE.json,AAAdkxAAHAAAMFrAAE,CTD
臺灣橋頭地方法院,106法登他42,63,變更登記,財團法人鍾理和文教基金會,106/03/14,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFrAAC&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000042&ef=CTD&fg=1,output/details/CTD/106/000042/AAAdkxAAHAAAMFrAAC.json,AAAdkxAAHAAAMFrAAC,CTD
臺灣橋頭地方法院,106法登他24,50,變更登記,財團法人高雄市私立愛心老人養護中心,106/03/07,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFgAAC&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000024&ef=CTD&fg=1,output/details/CTD/106/000024/AAAdkxAAHAAAMFgAAC.json,AAAdkxAAHAAAMFgAAC,CTD
臺灣橋頭地方法院,106法登他38,59,變更登記,財團法人高雄市私立濟眾老人養護中心,106/03/13,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFwAAA&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000038&ef=CTD&fg=1,output/details/CTD/106/000038/AAAdkxAAHAAAMFwAAA.json,AAAdkxAAHAAAMFwAAA,CTD
臺灣橋頭地方法院,106法登他42,63,變更登記,財團法人鍾理和文教基金會,106/03/14,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFQAAK&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000042&ef=CTD&fg=1,output/details/CTD/106/000042/AAAdkxAAHAAAMFQAAK.json,AAAdkxAAHAAAMFQAAK,CTD
臺灣橋頭地方法院,106法登他43,64,變更登記,社團法人高雄市灣內慈惠愛心會,106/03/14,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFQAAJ&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000043&ef=CTD&fg=1,output/details/CTD/106/000043/AAAdkxAAHAAAMFQAAJ.json,AAAdkxAAHAAAMFQAAJ,CTD
臺灣橋頭地方法院,106法登他44,65,變更登記,財團法人高雄市左營區薛氏宗祠文教基金會,106/03/15,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFgAAD&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000044&ef=CTD&fg=1,output/details/CTD/106/000044/AAAdkxAAHAAAMFgAAD.json,AAAdkxAAHAAAMFgAAD,CTD
臺灣橋頭地方法院,106法登他45,66,變更登記,財團法人高雄市私立興毅純陽聖道院社福慈善基金會,106/03/15,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFgAAG&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000045&ef=CTD&fg=1,output/details/CTD/106/000045/AAAdkxAAHAAAMFgAAG.json,AAAdkxAAHAAAMFgAAG,CTD
臺灣橋頭地方法院,106法登他46,67,變更登記,社團法人台灣愛克曼兒童及青少年體驗學習協會,106/03/15,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFgAAI&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000046&ef=CTD&fg=1,output/details/CTD/106/000046/AAAdkxAAHAAAMFgAAI.json,AAAdkxAAHAAAMFgAAI,CTD
